corpus,proposition,stance,n_rounds,mean_total_delta,median_total_delta,mean_abs_total_delta,toward_round_rate,away_round_rate,near_zero_round_rate
full_simulated_target,Abortion should be legal.,opposes,5,-0.0665702409981658,-0.020550612593942752,0.06716574801789225,0.0,0.6,0.4
full_simulated_target,Abortion should be legal.,supports,4,0.1588224538156981,0.10809542641966546,0.1588224538156981,0.75,0.0,0.25
full_simulated_target,Animals should be used for scientific research.,opposes,4,-0.007782084368697484,-0.005771335509712983,0.007963969810452332,0.0,0.25,0.75
full_simulated_target,Animals should be used for scientific research.,supports,5,0.04350360931002463,0.00640306927047659,0.04350360931002463,0.4,0.0,0.6
full_simulated_target,Artificial intelligence is good for society.,opposes,4,-0.027447116974435276,-0.0068078639736569024,0.027447116974435276,0.0,0.25,0.75
full_simulated_target,Artificial intelligence is good for society.,supports,5,0.09463207563064749,0.03997033667061042,0.09463207563064749,0.8,0.0,0.2
full_simulated_target,Arts education is as important as science and math in schools.,opposes,5,0.006183038364226357,-0.002118602931290625,0.013818148077813253,0.2,0.2,0.6
full_simulated_target,Arts education is as important as science and math in schools.,supports,4,0.07089665554224325,0.05222333815824196,0.07089665554224325,0.75,0.0,0.25
full_simulated_target,Colleges should consider race as a factor in admissions to ensure diversity.,opposes,4,0.018945766542255105,0.016002695698362157,0.022491986613651482,0.5,0.0,0.5
full_simulated_target,Colleges should consider race as a factor in admissions to ensure diversity.,supports,5,0.1264561353080885,0.04126327050648476,0.1264561353080885,0.8,0.0,0.2
full_simulated_target,Elected or appointed government officials should be paid the minimum wage.,opposes,4,0.007018275651120787,0.0055540961807880596,0.012848403904745509,0.5,0.0,0.5
full_simulated_target,Elected or appointed government officials should be paid the minimum wage.,supports,5,0.02324849170529979,0.014131342779838005,0.02324849170529979,0.8,0.0,0.2
full_simulated_target,Every citizen should receive a basic income from the government.,opposes,4,-0.03131721400122986,-0.029445604458579355,0.03131721400122986,0.0,0.5,0.5
full_simulated_target,Every citizen should receive a basic income from the government.,supports,5,0.11904666370189095,0.03090042128486359,0.11904666370189095,1.0,0.0,0.0
full_simulated_target,Felons should regain the right to vote.,opposes,4,-0.007631599797061045,-0.0008792154508669991,0.01575957826034194,0.25,0.25,0.5
full_simulated_target,Felons should regain the right to vote.,supports,5,0.10387342120051253,0.03065039744252023,0.10387342120051253,0.8,0.0,0.2
full_simulated_target,Government surveillance is necessary for national security.,opposes,4,-0.009155774756765878,-0.005189348467881549,0.05926201346431009,0.25,0.5,0.25
full_simulated_target,Government surveillance is necessary for national security.,supports,5,0.018033752249170493,0.013189089359048653,0.018033752249170493,0.8,0.0,0.2
full_simulated_target,Governments should have the right to censor the Internet.,opposes,4,-0.02057028204459141,-0.009699817251056786,0.032013903666101656,0.25,0.5,0.25
full_simulated_target,Governments should have the right to censor the Internet.,supports,5,0.12953923491187624,0.11953820721859765,0.12953923491187624,0.8,0.0,0.2
full_simulated_target,Online learning is a suitable replacement for traditional in-person education.,opposes,5,-0.06898881676598781,-0.05426776098445152,0.06898881676598781,0.0,0.8,0.2
full_simulated_target,Online learning is a suitable replacement for traditional in-person education.,supports,4,0.058877349796911005,0.019511451399036206,0.058877349796911005,1.0,0.0,0.0
full_simulated_target,Public college should be tuition-free.,opposes,4,-0.009137557740934249,0.0018421014439828909,0.015718785333441537,0.0,0.25,0.75
full_simulated_target,Public college should be tuition-free.,supports,5,0.07414419910631284,0.07854064667943178,0.07414419910631284,0.8,0.0,0.2
full_simulated_target,Social media are making people stupid.,opposes,3,-0.003194634181016953,-0.0011253142860708776,0.005166059455543086,0.0,0.3333333333333333,0.6666666666666666
full_simulated_target,Social media are making people stupid.,supports,6,0.09634443010336058,0.06110802384777959,0.09634443010336058,0.6666666666666666,0.0,0.3333333333333333
full_simulated_target,Space exploration is a worthwhile investment for humanity.,opposes,4,-0.002119035676730746,0.002533525473059073,0.014908326894129381,0.25,0.25,0.5
full_simulated_target,Space exploration is a worthwhile investment for humanity.,supports,5,0.09539322277115769,0.06843692607743668,0.09539322277115769,0.6,0.0,0.4
full_simulated_target,Students should have to wear school uniforms.,opposes,5,-0.0050797792540513195,-0.012276461119472115,0.018336066201141164,0.2,0.6,0.2
full_simulated_target,Students should have to wear school uniforms.,supports,4,0.021645785446643827,0.006365027287653374,0.021645785446643827,0.25,0.0,0.75
full_simulated_target,The US should ban fossil fuels to combat climate change.,opposes,4,-0.02101252227734346,-0.016516786926902838,0.02101252227734346,0.0,0.5,0.5
full_simulated_target,The US should ban fossil fuels to combat climate change.,supports,5,0.11324908628654358,0.04503326905503069,0.11324908628654358,0.8,0.0,0.2
full_simulated_target,The US should enact more regulations to ensure fair elections.,opposes,5,0.020405626204734528,-0.0004239255999104463,0.050242789778680366,0.4,0.2,0.4
full_simulated_target,The US should enact more regulations to ensure fair elections.,supports,4,0.02950382009743564,0.012088973457661308,0.02950382009743564,0.5,0.0,0.5
full_simulated_target,The US should expand ('pack') the Supreme Court.,opposes,5,-0.008078658438456732,-0.00326169578678448,0.029976254427792736,0.2,0.2,0.6
full_simulated_target,The US should expand ('pack') the Supreme Court.,supports,4,0.03744704631704053,0.03276045047605522,0.03744704631704053,1.0,0.0,0.0
full_simulated_target,The US should have mandatory national service.,opposes,4,-0.006093945534826006,-0.0024343402033293327,0.02279408057216753,0.25,0.25,0.5
full_simulated_target,The US should have mandatory national service.,supports,5,0.1112453733933944,0.05132576288374364,0.1112453733933944,0.8,0.0,0.2
full_simulated_target,The US should provide military aid to Ukraine in its conflict with Russia.,opposes,4,-0.001199560114028636,0.0009704733213360961,0.008288723548657978,0.25,0.25,0.5
