source,proposition_id,init_label,init_target_belief,goal_target_belief,required_abs_delta,target_only_difficulty_logit_delta,target_only_difficulty_local_per_unit,structure_aware_difficulty,structure_aware_best_directional_slope,structure_aware_best_node,structure_aware_capped,structure_aware_infeasible_direction
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:0,0.052198390971249335,0.15219839097124935,0.1,1.1816317538325591,20.212751763924004,6.586124902322051,0.015183435097737563,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:1,0.08066907771186792,0.1806690777118679,0.09999999999999999,0.9214698202369966,13.484071296575488,4.393651052145165,0.022760114267876552,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:2,0.09604947743238768,0.19604947743238768,0.1,0.830740513663698,11.51755602464492,3.7528815387334347,0.02664619145792413,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:3,0.02896253777644655,0.12896253777644656,0.1,1.6021988253765465,35.55718747938933,11.585957220007534,0.008631138377354977,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:4,0.07661074377979525,0.17661074377979524,0.09999999999999999,0.949832611792145,14.135966396379622,4.606064610222338,0.021710507442311566,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:5,0.07042198668434127,0.17042198668434128,0.1,0.9975856908855341,15.275867546803719,4.9774901038348105,0.02009044677415972,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:6,0.06613830572238302,0.16613830572238303,0.1,1.034333311702184,16.190653299948668,5.275563976119593,0.018955319365410173,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:7,0.011016204891721181,0.11101620489172119,0.1,2.416907759189845,91.78650210149783,29.907722169607396,0.0033436180606766924,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:8,0.0026936778790526807,0.10269367787905269,0.1,3.7465037214817225,372.24233869049334,121.29147726821991,0.0008244602362197581,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:9,0.03841711045442975,0.13841711045442975,0.1,1.3915782240662198,27.07002001416287,8.820497807499779,0.011337228598931604,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:10,0.07463951961663841,0.17463951961663843,0.10000000000000002,0.9644169743149578,14.478388181535044,4.717639355567563,0.021197042093093477,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:11,0.025238376751322202,0.1252383767513222,0.1,1.710094745673004,40.64809139651312,13.24477781165245,0.00755014553071795,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:12,0.05016026705680337,0.15016026705680338,0.1,1.207725436318508,20.988907195109128,6.839027458020943,0.014621962057297794,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:13,0.031743509054574966,0.13174350905457496,0.1,1.5321785085300927,32.53528753395254,10.60130106917443,0.009432804459329203,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:14,0.0846327809128424,0.1846327809128424,0.1,0.8957339413494139,12.908210323060327,4.206012460632416,0.02377548828872561,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:15,0.0945193914504889,0.1945193914504889,0.1,0.8387535764669889,11.68422547471375,3.8071891273597234,0.026266097284573242,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:16,0.04015909369106696,0.14015909369106697,0.1,1.3599494219098658,25.942799680622475,8.453204232336404,0.01182983366443055,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:17,0.09984470050870208,0.19984470050870207,0.09999999999999999,0.8116860537690764,11.126473520997026,3.6254511805179117,0.02758277384546509,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:18,0.00621927912524467,0.10621927912524468,0.1,2.9439077377340563,161.79659738010974,52.71981793188158,0.0018968199042190999,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:very_low:19,0.08126090004416153,0.18126090004416154,0.1,0.9175091761328271,13.394489685712374,4.364461771987012,0.022912332659628942,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:0,0.31882912553207,0.41882912553206997,0.09999999999999998,0.431576093127841,4.604536732512585,1.5003427133579725,0.0666514384411454,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:1,0.137728870069245,0.237728870069245,0.1,0.6691112310910265,8.420369896025957,2.743694131805817,0.0364472113858344,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:2,0.27639215389798766,0.37639215389798764,0.09999999999999998,0.45753873521129973,5.000011720987008,1.6292043182128175,0.06137965562827419,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:3,0.23972296715116861,0.3397229671511686,0.1,0.4896699199723934,5.486791843832989,1.7878167965316838,0.05593414280143094,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:4,0.33879696556521716,0.4387969655652172,0.10000000000000003,0.4226140067157898,4.464015049713492,1.4545551161098198,0.06874954334315508,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:5,0.15250250237255553,0.25250250237255556,0.10000000000000003,0.6297970831340793,7.737213937858801,2.5210945330097405,0.03966531151079755,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:6,0.23499083765503093,0.3349908376550309,0.09999999999999998,0.49464364863850985,5.562658951339807,1.8125373415838775,0.055171277140483865,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:7,0.320614026702175,0.42061402670217496,0.09999999999999998,0.43069815511607795,4.590932477331316,1.495909901670026,0.06684894584116363,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:8,0.259693295264949,0.359693295264949,0.09999999999999998,0.47086768810593205,5.201487751223148,1.6948532856947642,0.059002157203835726,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:9,0.1772998824895812,0.2772998824895812,0.1,0.5768543746744963,6.855671395381423,2.23385263187263,0.04476571040237798,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:10,0.12046596353368565,0.22046596353368564,0.09999999999999999,0.7250719810407877,9.438065582154856,3.0753001857128557,0.03251715083443796,Belief_2,False,False
debategpt,The US should expand ('pack') the Supreme Court.,bin_sample:low:11,0.33494401175292865,0.4349440117529286,0.09999999999999998,0.42420033491439374,4.489206406443261,1.4627634699495466,0.06836375261917715,Belief_2,False,False
