source_path,line_index,round_index,condition,delta_changed,baseline_belief,msg_count,avg_chars,proposition_id,target_id,persuader_id,human_target_id,human_persuader_id,participant_proposition,persuader_type,mean_logos,mean_pathos,mean_ethos,baseline_belief_z,msg_count_z,avg_chars_z,mean_logos_z,mean_pathos_z,mean_ethos_z
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,0,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.795,0.2025,4,234.75,a834945e635b8821faa776ffc446941628c50e87,6,gpt-5-2025-08-07,6,,False,llm,2.0,1.0,0.25,-1.0839473018389756,0.40451991747794525,-1.177912811730973,0.30151134457776363,-0.43798208401972977,-0.7435223956449144
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,1,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",-0.002500000190734878,0.00460327183557677,4,267.25,677e50dfecf736998fe216e88d27b2115f3bc963,1,gpt-5-2025-08-07,1,,False,llm,2.0,1.25,0.5,-1.810655909378754,0.40451991747794525,0.7086826567498471,0.30151134457776363,0.38645478001740863,-0.14870447912898288
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,2,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",-0.06499999999999995,0.65,4,252.5,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,5,gpt-5-2025-08-07,5,,False,llm,2.0,1.0,1.0,0.5593446559939775,0.40451991747794525,-0.1475414404837559,0.30151134457776363,-0.43798208401972977,1.0409313539028802
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,3,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.16749999999999998,0.20599990844726562,3,268.3333333333333,51fa5638ba67b067b2b667cab200efd45b0bb46e,4,gpt-5-2025-08-07,4,,False,llm,2.0,1.3333333333333333,0.6666666666666666,-1.0710950752366446,-1.7529196424044293,0.7715691723658733,0.30151134457776363,0.6612670680297879,0.24784079854830474
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,4,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.019999999999999962,0.4975,4,273.0,9469a03c9dd7b0942f067fd9b1d83c8d058f07f5,7,gpt-5-2025-08-07,7,,False,llm,2.0,0.5,0.5,-0.0006598659490959616,0.40451991747794525,1.0424649319426076,0.30151134457776363,-2.0868558120940066,-0.14870447912898288
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,5,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.49750000000000005,0.23,4,239.25,51fa5638ba67b067b2b667cab200efd45b0bb46e,13,gpt-5-2025-08-07,13,,False,llm,2.0,1.0,0.25,-0.9829628798492412,0.40451991747794525,-0.9166919007105517,0.30151134457776363,-0.43798208401972977,-0.7435223956449144
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,6,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.0025000000000000577,0.9725,4,262.5,58d340b1890e96d6437a2c80a4be3686da22f78c,11,gpt-5-2025-08-07,11,,False,llm,2.0,1.0,0.25,1.743616513873592,0.40451991747794525,0.432949472894958,0.30151134457776363,-0.43798208401972977,-0.7435223956449144
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,7,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.35500000000000004,0.70001953125,4,270.0,d8531d2211b71000adec8cb7e4e71bbf97a38cd3,9,gpt-5-2025-08-07,9,,False,llm,2.0,1.75,0.0,0.743024417865931,0.40451991747794525,0.8683176579289934,0.30151134457776363,2.0353285080916854,-1.338340312160846
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,8,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.4,0.5,4,272.25,3a248fca061351da9dce9b04d58d732d6e6a7188,10,gpt-5-2025-08-07,10,,False,llm,2.0,1.25,1.0,0.008520536049970825,0.40451991747794525,0.998928113439204,0.30151134457776363,0.38645478001740863,1.0409313539028802
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,9,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.305,0.5,4,240.0,20251f56483d6b4645f4383dabd78ff2a72d0435,16,gpt-5-2025-08-07,16,,False,llm,2.0,1.25,1.0,0.008520536049970825,0.40451991747794525,-0.8731550822071482,0.30151134457776363,0.38645478001740863,1.0409313539028802
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,10,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.6900000000000001,0.24,4,247.0,ec3173598cc58764bf55de78cafcf0751060e2ab,22,gpt-5-2025-08-07,22,,False,llm,1.75,1.25,0.0,-0.9462412718529741,0.40451991747794525,-0.4668114428420485,-2.1105794120443453,0.38645478001740863,-1.338340312160846
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-05-03.jsonl,0,11,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, turns=4, min_turns=4]",0.03749999999999992,0.5025,4,269.5,9469a03c9dd7b0942f067fd9b1d83c8d058f07f5,8,gpt-5-2025-08-07,8,,False,llm,2.0,1.0,0.75,0.017700938049037405,0.40451991747794525,0.8392931122600576,0.30151134457776363,-0.43798208401972977,0.4461134373869487
