corpus,trajectory_index,n_turns,total_delta,abs_total_delta,raw_belief_delta,initial_belief,final_belief,supports_proposition,stance,has_up_step,has_down_step,both_directions,sign_changes,max_up_step,max_down_step,abs_max_step,source_path,source_line_index,source_round_index,proposition
vanilla_llm_target,0,4,0.00582051395659898,0.00582051395659898,0.00582051395659898,0.09417948604340103,0.1,True,supports,0,0,0,0,0.00582051395659898,0.0,0.00582051395659898,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,0,0,Every citizen should receive a basic income from the government.
vanilla_llm_target,1,4,0.02582051395659897,0.02582051395659897,0.02582051395659897,0.09417948604340103,0.12,True,supports,1,0,0,0,0.02582051395659897,0.0,0.02582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,1,0,Government surveillance is necessary for national security.
vanilla_llm_target,2,4,0.02582051395659897,0.02582051395659897,0.02582051395659897,0.09417948604340103,0.12,True,supports,1,0,0,0,0.02582051395659897,0.0,0.02582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,2,0,Online learning is a suitable replacement for traditional in-person education.
vanilla_llm_target,3,4,-0.004179486043401029,0.004179486043401029,-0.004179486043401029,0.09417948604340103,0.09,True,supports,0,0,0,0,0.0,-0.004179486043401029,0.004179486043401029,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,3,0,There should be mandatory quotas for women in leadership positions.
vanilla_llm_target,4,4,0.02582051395659897,0.02582051395659897,0.02582051395659897,0.09417948604340103,0.12,True,supports,1,0,0,0,0.02582051395659897,0.0,0.02582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,4,0,Elected or appointed government officials should be paid the minimum wage.
vanilla_llm_target,5,4,0.10582051395659899,0.10582051395659899,0.10582051395659899,0.09417948604340103,0.2,True,supports,1,0,0,0,0.08000000000000002,0.0,0.08000000000000002,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,5,0,Felons should regain the right to vote.
vanilla_llm_target,6,4,0.08582051395659897,0.08582051395659897,0.08582051395659897,0.09417948604340103,0.18,True,supports,1,0,0,0,0.08582051395659897,0.0,0.08582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,6,0,The rich should pay more taxes.
vanilla_llm_target,7,4,0.08582051395659897,0.08582051395659897,0.08582051395659897,0.09417948604340103,0.18,True,supports,1,0,0,0,0.08582051395659897,0.0,0.08582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,7,0,Public college should be tuition-free.
vanilla_llm_target,8,4,0.08582051395659897,0.08582051395659897,0.08582051395659897,0.09417948604340103,0.18,True,supports,1,0,0,0,0.08582051395659897,0.0,0.08582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,8,0,The US should ban fossil fuels to combat climate change.
vanilla_llm_target,9,4,0.02582051395659897,0.02582051395659897,0.02582051395659897,0.09417948604340103,0.12,True,supports,1,0,0,0,0.02582051395659897,0.0,0.02582051395659897,/Users/jlcmoore/workspace/continuouspersuasion/results/sim_compare_exactprop_smoke_2026-05-03_rounds/llm_persuader=gpt-5-2025-08-07&llm_target=openai__gpt-5.4-mini&cm=serial-questions&fd=False&nee=True&tl=4/2026-05-03.jsonl,9,0,The penny should stay in circulation.
