source_path,line_index,round_index,condition,delta_changed,baseline_belief,msg_count,avg_chars,proposition_id,target_id,persuader_id,human_target_id,human_persuader_id,participant_proposition,persuader_type,mean_logos,mean_pathos,mean_ethos,baseline_belief_z,msg_count_z,avg_chars_z,mean_logos_z,mean_pathos_z,mean_ethos_z
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,0,"salvi-debategpt Persuader, Human Target [text]",0.0,0.5,3,338.3333333333333,e040a71377515cdd46cc3393b2ad70da2a17c544,salvi_target_0,salvi_opp_0,,,False,llm,1.6666666666666667,1.3333333333333333,0.3333333333333333,-0.16029808715844188,0.0,-0.3094443306878857,-0.5698028822981941,0.4562483430163383,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,1,"salvi-debategpt Persuader, Human Target [text]",0.5,0.0,3,281.3333333333333,38ed8b8dc9e2a187c73acb26a5f8c56d585cdef5,salvi_target_1,salvi_opp_1,,,False,llm,2.0,1.0,0.0,-1.6175534249624577,0.0,-0.6832010447328382,0.5698028822981812,-0.42795387213160546,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,2,"salvi-debategpt Persuader, Human Target [text]",-0.25,0.5,3,324.6666666666667,d4f2b7ff06b4c7765febaaa699cccb2db599756e,salvi_target_2,salvi_opp_2,,,False,llm,2.0,1.0,0.6666666666666666,-0.16029808715844188,0.0,-0.3990585135875524,0.5698028822981812,-0.42795387213160546,1.42967723721065
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,3,"salvi-debategpt Persuader, Human Target [text]",-0.5,0.0,3,586.3333333333334,985d9458ba457b1dd970dbfc0afe4ad426b4747a,salvi_target_3,salvi_opp_3,,,False,llm,1.6666666666666667,1.3333333333333333,0.6666666666666666,-1.6175534249624577,0.0,1.316725232174364,-0.5698028822981941,0.4562483430163383,1.42967723721065
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,4,"salvi-debategpt Persuader, Human Target [text]",-0.25,1.0,3,287.0,985d9458ba457b1dd970dbfc0afe4ad426b4747a,salvi_target_4,salvi_opp_4,,,False,llm,1.6666666666666667,1.3333333333333333,0.0,1.2969572506455738,0.0,-0.6460439445061469,-0.5698028822981941,0.4562483430163383,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,5,"salvi-debategpt Persuader, Human Target [text]",-0.0,1.0,3,765.6666666666666,38ed8b8dc9e2a187c73acb26a5f8c56d585cdef5,salvi_target_5,salvi_opp_5,,,False,llm,2.0,1.3333333333333333,0.3333333333333333,1.2969572506455738,0.0,2.4926381687602372,0.5698028822981812,0.4562483430163383,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,6,"salvi-debategpt Persuader, Human Target [text]",0.0,0.75,3,747.0,38ed8b8dc9e2a187c73acb26a5f8c56d585cdef5,salvi_target_6,salvi_opp_6,,,False,llm,2.0,1.0,0.3333333333333333,0.568329581743566,0.0,2.370238309189961,0.5698028822981812,-0.42795387213160546,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,7,"salvi-debategpt Persuader, Human Target [text]",-0.0,1.0,3,270.6666666666667,a4ec54fdb6eefb7a0d23a79eab32f758b5aa7c50,salvi_target_7,salvi_opp_7,,,False,llm,2.0,1.0,0.0,1.2969572506455738,0.0,-0.7531438216301389,0.5698028822981812,-0.42795387213160546,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,8,"salvi-debategpt Persuader, Human Target [text]",0.5,0.0,3,343.0,fac91c6d02f143d260948c99f5c3007b640ba3e0,salvi_target_8,salvi_opp_8,,,False,llm,2.0,1.6666666666666667,0.3333333333333333,-1.6175534249624577,0.0,-0.27884436579531635,0.5698028822981812,1.3404505581642827,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,9,"salvi-debategpt Persuader, Human Target [text]",0.0,1.0,3,397.3333333333333,77ae51d0e87e2cf51e02dccf732df33bcd8423c8,salvi_target_9,salvi_opp_9,,,False,llm,2.0,1.0,0.3333333333333333,1.2969572506455738,0.0,0.07742665402531072,0.5698028822981812,-0.42795387213160546,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,10,"salvi-debategpt Persuader, Human Target [text]",0.25,1.0,3,272.6666666666667,11229493eec5f754b3badb965948ad7146cc93e9,salvi_target_10,salvi_opp_10,,,False,llm,1.6666666666666667,1.0,0.0,1.2969572506455738,0.0,-0.740029550961895,-0.5698028822981941,-0.42795387213160546,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,11,"salvi-debategpt Persuader, Human Target [text]",0.25,0.0,3,325.6666666666667,3fdfd676cc17c77fa61bf1f3cc47be5c3a22074f,salvi_target_11,salvi_opp_11,,,False,llm,2.0,1.6666666666666667,0.3333333333333333,-1.6175534249624577,0.0,-0.39250137825343046,0.5698028822981812,1.3404505581642827,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,12,"salvi-debategpt Persuader, Human Target [text]",0.25,0.25,3,342.6666666666667,985d9458ba457b1dd970dbfc0afe4ad426b4747a,salvi_target_12,salvi_opp_12,,,False,llm,2.0,1.0,0.3333333333333333,-0.8889257560604498,0.0,-0.2810300775733569,0.5698028822981812,-0.42795387213160546,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,13,"salvi-debategpt Persuader, Human Target [text]",-0.25,0.25,3,291.3333333333333,4c663a38f7d42e585c24ee6732648bb035b60754,salvi_target_13,salvi_opp_13,,,False,llm,2.0,1.0,0.0,-0.8889257560604498,0.0,-0.6176296913916185,0.5698028822981812,-0.42795387213160546,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,14,"salvi-debategpt Persuader, Human Target [text]",-0.0,0.5,3,287.3333333333333,008bef0f7f986ce970420d25d8da6b2fbea6b32e,salvi_target_14,salvi_opp_14,,,False,llm,2.0,1.6666666666666667,0.0,-0.16029808715844188,0.0,-0.6438582327281064,0.5698028822981812,1.3404505581642827,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,15,"salvi-debategpt Persuader, Human Target [text]",-0.0,1.0,3,287.0,9d95e0f10963edce16ca8a7ea0520886b80954b9,salvi_target_15,salvi_opp_15,,,False,llm,2.0,1.3333333333333333,0.0,1.2969572506455738,0.0,-0.6460439445061469,0.5698028822981812,0.4562483430163383,-0.8468788729973922
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,16,"salvi-debategpt Persuader, Human Target [text]",-0.5,0.75,3,609.3333333333334,9d95e0f10963edce16ca8a7ea0520886b80954b9,salvi_target_16,salvi_opp_16,,,False,llm,2.0,2.0,0.3333333333333333,0.568329581743566,0.0,1.4675393448591694,0.5698028822981812,2.2246527733122266,0.291399182106629
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,17,"salvi-debategpt Persuader, Human Target [text]",0.5,1.0,3,314.0,cbf1ccffd818e585dbb65777dcbe52a688c0b605,salvi_target_17,salvi_opp_17,,,False,llm,2.0,1.0,0.6666666666666666,1.2969572506455738,0.0,-0.4690012904848536,0.5698028822981812,-0.42795387213160546,1.42967723721065
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=salvi-debategpt&fd=False/2026-05-02.jsonl,0,18,"salvi-debategpt Persuader, Human Target [text]",-0.5,0.5,3,630.3333333333334,38ed8b8dc9e2a187c73acb26a5f8c56d585cdef5,salvi_target_18,salvi_opp_18,,,False,llm,2.0,1.0,0.0,-0.16029808715844188,0.0,1.605239186875731,0.5698028822981812,-0.42795387213160546,-0.8468788729973922
