source_path,line_index,round_index,condition,delta_changed,baseline_belief,msg_count,avg_chars,proposition_id,target_id,persuader_id,human_target_id,human_persuader_id,participant_proposition,persuader_type,mean_logos,mean_pathos,mean_ethos,baseline_belief_z,msg_count_z,avg_chars_z,mean_logos_z,mean_pathos_z,mean_ethos_z
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,0,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.26,0.8525,4,263.75,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,5,gpt-5-2025-08-07,5,,False,llm,2.0,1.0,0.5,0.6046560162084269,0.2773500981126153,0.6320203698405972,0.22360679774997827,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,1,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.2750096934874261,0.9762885318986311,4,248.25,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,8,gpt-5-2025-08-07,8,,False,llm,2.0,1.0,0.25,1.0867541103874887,0.2773500981126153,-0.5250790276739894,0.22360679774997827,-0.3005632889029061,-0.9187575058945472
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,2,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.010000000000000009,0.9986363983154297,4,266.75,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,9,gpt-5-2025-08-07,9,,False,llm,2.0,1.0,0.5,1.173788536301268,0.2773500981126153,0.8559750919401946,0.22360679774997827,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,3,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.0,0.9975390625,4,266.25,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,3,gpt-5-2025-08-07,3,,False,llm,2.0,1.0,0.5,1.1695149295528957,0.2773500981126153,0.818649304923595,0.22360679774997827,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,4,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.03749999999999998,0.9,4,259.0,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,6,gpt-5-2025-08-07,6,,False,llm,2.0,1.0,0.5,0.7896461693532892,0.2773500981126153,0.2774253931829013,0.22360679774997827,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,5,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.0024999999999999467,0.69,4,244.5,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,4,gpt-5-2025-08-07,4,,False,llm,2.0,1.0,0.75,-0.028205034023997343,0.2773500981126153,-0.8050224302984861,0.22360679774997827,-0.3005632889029061,1.112180138714452
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,6,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.17999999999999994,0.545,4,276.25,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,10,gpt-5-2025-08-07,10,,False,llm,2.0,1.0,0.5,-0.5929118173083138,0.2773500981126153,1.5651650452555863,0.22360679774997827,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,7,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.48,0.6925,4,236.5,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,12,gpt-5-2025-08-07,12,,False,llm,2.0,1.0,0.75,-0.018468710174267516,0.2773500981126153,-1.4022350225640792,0.22360679774997827,-0.3005632889029061,1.112180138714452
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,8,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.10000000000000009,0.7,4,234.75,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,18,gpt-5-2025-08-07,18,,False,llm,2.0,1.0,0.75,0.01074026137492109,0.2773500981126153,-1.5328752771221776,0.22360679774997827,-0.3005632889029061,1.112180138714452
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,9,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.057499999999999996,0.45504165649414063,4,262.0,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,19,gpt-5-2025-08-07,19,,False,llm,2.0,1.25,0.0,-0.9432572434516204,0.2773500981126153,0.5013801152824987,0.22360679774997827,0.8299135589110058,-1.9342263281990468
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,10,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.057361018286818055,0.60375,4,233.25,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,22,gpt-5-2025-08-07,22,,False,llm,1.75,1.0,0.5,-0.36410820683966827,0.2773500981126153,-1.6448526381719764,-4.472135954999582,-0.3005632889029061,0.09671131640995245
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,11,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",0.9837734579970892,0.9837734579970892,4,218.75,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,16,gpt-5-2025-08-07,16,,False,llm,2.0,0.75,0.75,1.1159043761818412,0.2773500981126153,-2.7273004616533636,0.22360679774997827,-1.431040136716818,1.112180138714452
/Users/jlcmoore/workspace/continuouspersuasion/results/human_target=True&llm_persuader=gpt-5-2025-08-07&bn_survey=True&cm=serial-questions&fd=False&minimum_turns=4&psrc=debategpt&tl=4/2026-04-30.jsonl,0,12,"gpt-5-2025-08-07 Persuader, Human Target [cont=serial, text, prop-src=debategpt, bn-survey, turns=4, min_turns=4]",-0.0050000000000000044,0.7475390625,4,275.75,a0d0c76e6b777ccf20ac152088eebc65feccfbc6,21,gpt-5-2025-08-07,21,,False,llm,2.0,1.0,0.75,0.19588254457993573,0.2773500981126153,1.5278392582389868,0.22360679774997827,-0.3005632889029061,1.112180138714452
